   255.00  24.16   4.41  36.00   4.02  26.39   0.00    36   543  -0.14
   285.00  24.77   5.39  31.19   4.04  26.53   0.00    41   543  -0.25
   315.00  23.74   7.08  53.92   4.03  26.45   0.00    73   543  -0.36
    15.00  23.03   5.58 185.15   3.98  26.14   0.00   235   543  -0.41
    45.00  23.00   4.71 100.31   3.96  26.05   0.00   101   543  -0.43
    75.00  23.00   5.91 228.67   3.96  26.02   0.00   246   543  -0.49
   105.00  23.00   6.81 246.00   3.96  26.02   0.00   246   543  -0.64
   135.00  23.00   7.33 246.00   3.96  26.02   0.00   246   543  -0.85
   165.00  23.00   7.14 246.00   3.96  26.02   0.00   246   542  -0.07
   195.00  23.02   5.38 234.00   3.96  26.02   0.00   234   542  -0.23
   225.00  23.47   4.89  33.69   3.98  26.16   0.00    36   542  -0.37
   255.00  24.16   4.41  36.00   4.02  26.38   0.00    36   542  -0.49
   285.00  24.77   5.39  31.16   4.03  26.51   0.00    41   542  -0.61
   315.00  23.74   7.08  53.85   4.02  26.42   0.00    73   542  -0.72
    15.00  23.03   5.58 183.85   3.97  26.13   0.00   234   542  -0.77
    45.00  23.00   4.71 105.74   3.94  25.94   0.00   121   542  -0.78
    75.00  23.00   5.91 209.91   3.95  25.96   0.00   234   542  -0.85
   105.00  23.00   6.81 234.00   3.95  25.98   0.00   234   542  -1.00
   135.00  23.00   7.33 234.00   3.95  25.98   0.00   234   541  -0.21
   165.00  23.00   7.14 228.00   3.95  25.98   0.00   228   541  -0.43
   195.00  23.02   5.38 228.00   3.96  26.00   0.00   228   541  -0.59
   225.00  23.47   4.89  33.61   3.98  26.16   0.00    36   541  -0.73
   255.00  24.16   4.41  36.00   4.02  26.38   0.00    36   541  -0.85
   285.00  24.77   5.39  31.17   4.03  26.52   0.00    41   541  -0.96
   315.00  23.74   7.08  53.90   4.03  26.47   0.00    73   540  -0.07
    15.00  23.03   5.58 147.72   3.99  26.25   0.00   177   540  -0.13
    45.00  23.00   4.71 107.29   3.98  26.18   0.00   119   540  -0.14
    75.00  23.00   5.91 185.00   3.98  26.17   0.00   228   540  -0.21
   105.00  23.00   6.81 228.00   3.98  26.15   0.00   228   540  -0.36
   135.00  23.00   7.33 228.00   3.98  26.15   0.00   228   540  -0.57
   165.00  23.00   7.14 228.00   3.98  26.15   0.00   228   540  -0.78
   195.00  23.02   5.38 228.00   3.98  26.21   0.00   228   540  -0.94
   225.00  23.47   4.89  33.59   4.02  26.49   0.00    36   539  -0.09
   255.00  24.16   4.40  36.00   4.07  26.78   0.00    36   539  -0.21
   285.00  24.77   5.39  31.14   4.09  26.95   0.00    41   539  -0.32
   315.00  23.74   7.08  53.86   4.08  26.87   0.00    73   539  -0.43
    15.00  23.03   5.58 181.20   4.02  26.45   0.00   230   539  -0.48
    45.00  23.00   4.71 103.06   4.00  26.33   0.00   125   539  -0.50
    75.00  23.00   5.91 207.84   4.00  26.34   0.00   241   539  -0.56
   105.00  23.00   6.81 235.00   4.00  26.33   0.00   235   539  -0.71
   135.00  23.00   7.33 276.32   4.00  26.30   0.00   311   539  -0.92
   165.00  23.00   7.14 311.00   3.99  26.28   0.00   311   538  -0.14
   195.00  23.02   5.38 229.00   3.99  26.18   0.00   229   538  -0.30
   225.00  23.46   4.89  33.55   4.03  26.42   0.00    36   538  -0.44
   255.00  24.16   4.41  36.00   4.07  26.71   0.00    36   538  -0.56
   285.00  24.77   5.39  31.14   4.10  26.88   0.00    41   538  -0.67
   315.00  23.74   7.08  53.81   4.09  26.83   0.00    73   538  -0.79
    15.00  23.03   5.58 172.82   4.03  26.46   0.00   216   538  -0.84
    45.00  23.00   4.71 109.72   4.01  26.36   0.00   148   538  -0.85
    75.00  23.00   5.91 189.46   4.02  26.36   0.00   216   538  -0.92
   105.00  23.00   6.81 220.83   4.01  26.36   0.00   227   537  -0.07
   135.00  23.00   7.33 279.13   4.01  26.30   0.00   290   537  -0.28
   165.00  23.00   7.14 290.00   4.00  26.29   0.00   290   537  -0.49
   195.00  23.02   5.38 290.00   4.02  26.36   0.00   290   537  -0.65
   225.00  23.47   4.89  33.53   4.05  26.61   0.00    36   537  -0.80
   255.00  24.16   4.41  36.00   4.10  26.88   0.00    36   537  -0.92
   285.00  24.77   5.39  31.11   4.12  27.03   0.00    41   536  -0.03
   315.00  23.74   7.08  53.84   4.11  26.97   0.00    73   536  -0.14
