      15.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00
      45.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00
      75.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00
     105.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00
     135.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00
     165.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00
     195.00       23.02       23.02       23.02       23.02       23.02       23.01       23.01       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00
     225.00       23.47       23.47       23.47       23.47       23.34       23.19       23.10       23.06       23.03       23.02       23.01       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00
     255.00       24.16       24.16       24.16       24.11       23.79       23.43       23.23       23.12       23.06       23.03       23.02       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00
     285.00       24.77       24.77       24.77       24.68       24.21       23.65       23.34       23.18       23.09       23.05       23.02       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00       23.00
