23.00	8265.00	297.25	90.56	 0.48	152.32	404.30	95944.17
24.00	8295.00	297.02	91.13	 0.63	157.21	406.39	95898.14
24.00	8325.00	297.37	89.68	 0.67	167.12	404.96	95982.93
24.00	8355.00	296.83	92.71	 0.38	149.24	407.94	95890.06
24.00	8385.00	297.46	91.39	 0.39	170.02	404.99	95853.72
24.00	8415.00	297.10	92.37	 0.98	154.25	404.23	95935.29
24.00	8445.00	296.38	94.29	 1.12	120.17	405.41	95968.40
24.00	8475.00	296.38	89.35	 1.71	171.97	396.09	96059.65
24.00	8505.00	296.12	86.32	 1.60	193.74	390.89	96023.31
24.00	8535.00	297.03	82.50	 1.19	231.88	390.48	96075.00
24.00	8565.00	298.48	72.44	 1.08	274.88	382.81	95931.25
24.00	8595.00	298.01	87.20	 0.45	190.51	402.92	95891.68
24.00	8625.00	297.25	92.12	 0.32	164.15	406.16	95964.36
25.00	8655.00	297.40	91.98	 0.56	156.51	406.95	95967.59
25.00	8685.00	297.47	89.45	 0.87	157.96	408.38	95869.06
25.00	8715.00	297.11	92.10	 0.27	165.66	406.66	95952.25
25.00	8745.00	297.31	93.14	 0.47	162.14	408.14	95909.44
25.00	8775.00	297.20	91.90	 1.00	160.49	404.93	95914.29
25.00	8805.00	296.90	87.92	 1.37	164.98	397.68	95978.90
25.00	8835.00	296.28	89.46	 1.44	159.12	396.30	96036.23
25.00	8865.00	296.57	89.36	 1.53	170.73	399.77	96007.16
25.00	8895.00	297.08	84.67	 1.22	223.77	393.24	96023.31
25.00	8925.00	297.47	85.98	 0.72	221.68	396.14	95949.01
25.00	8955.00	297.14	91.36	 0.46	188.26	402.18	95873.10
25.00	8985.00	296.97	91.25	 0.84	148.73	406.17	95856.14
26.00	9015.00	297.42	91.54	 0.48	158.70	407.76	95903.79
26.00	9045.00	297.35	89.01	 0.77	161.60	405.49	95873.10
26.00	9075.00	297.81	90.15	 0.66	178.16	409.42	95828.68
26.00	9105.00	297.31	92.77	 0.69	153.13	409.21	95919.13
26.00	9135.00	297.60	89.75	 0.51	175.38	403.04	95874.72
26.00	9165.00	296.53	90.32	 1.31	168.95	395.11	96054.81
26.00	9195.00	296.03	91.23	 1.68	155.41	396.55	95997.47
26.00	9225.00	296.47	80.51	 1.60	218.27	385.76	96037.04
26.00	9255.00	297.18	80.36	 1.55	236.78	391.44	96039.46
26.00	9285.00	298.49	77.81	 0.78	252.48	393.02	95980.51
26.00	9315.00	298.10	86.56	 0.16	207.09	403.09	95873.10
26.00	9345.00	297.58	90.46	 0.49	174.05	405.01	95847.26
27.00	9375.00	297.60	89.66	 0.81	169.02	405.25	95890.87
27.00	9405.00	297.49	90.88	 0.67	176.22	406.16	96018.47
27.00	9435.00	297.73	89.51	 0.51	187.62	404.71	95978.90
27.00	9465.00	297.33	91.82	 0.19	157.23	407.94	96007.97
27.00	9495.00	296.88	94.00	 1.14	124.19	408.42	95940.94
27.00	9525.00	296.97	90.25	 1.08	165.37	398.65	95916.71
27.00	9555.00	296.43	91.60	 1.19	148.93	402.13	96009.58
27.00	9585.00	296.50	90.02	 1.55	175.91	399.30	96020.08
27.00	9615.00	297.15	86.38	 1.21	210.28	395.61	95986.97
27.00	9645.00	297.71	88.31	 0.51	207.26	400.48	95913.48
27.00	9675.00	297.54	90.52	 0.57	178.21	403.84	95853.72
27.00	9705.00	297.36	92.05	 0.59	160.11	407.02	95807.69
28.00	9735.00	297.88	87.88	 0.76	173.35	406.46	95782.65
28.00	9765.00	297.86	89.38	 0.54	175.52	407.37	95855.33
28.00	9795.00	297.93	88.34	 0.63	192.81	405.67	95810.92
28.00	9825.00	297.66	90.04	 0.46	185.37	405.53	95839.99
28.00	9855.00	297.15	93.42	 0.55	159.02	404.30	95951.44
28.00	9885.00	296.32	93.49	 1.11	132.91	403.28	95973.24
28.00	9915.00	296.80	85.67	 1.65	191.79	393.19	96054.81
28.00	9945.00	296.44	80.93	 1.97	210.41	386.78	96051.58
28.00	9975.00	297.32	77.58	 1.61	237.52	385.38	96037.85
28.00	10005.00	298.27	73.95	 1.45	267.70	388.90	96058.04
28.00	10035.00	298.09	84.10	 0.69	230.72	394.87	95890.06
